PersonalID,FirstName,MiddleName,LastName,NameSuffix,NameDataQuality,SSN,SSNDataQuality,DOB,DOBDataQuality,Sex,AmIndAKNative,Asian,BlackAfAmerican,HispanicLatinao,MidEastNAfrican,NativeHIPacific,White,RaceNone,AdditionalRaceEthnicity,VeteranStatus,YearEnteredService,YearSeparated,WorldWarII,KoreanWar,VietnamWar,DesertStorm,AfghanistanOEF,IraqOIF,IraqOND,OtherTheater,MilitaryBranch,DischargeStatus,DateCreated,DateUpdated,UserID,DateDeleted,ExportID
"C20859","Interthreading",,"Torch",,1,"634434748",1,2019-01-25,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2023-07-31 06:40:59,2023-08-11 07:10:12,"NXS138U",,"LSAv8TestJul271308"
"C20862","Fir",,"Champion",,1,"894335105",1,1981-12-17,1,,0,0,0,0,0,0,1,,,1,,,,,,,,,,,,,2023-07-31 08:12:35,2023-07-31 08:17:33,"NXS102U",,"LSAv8TestJul271308"
"C20865","Platinum",,"Pose",,1,"251160105",1,1981-01-20,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2023-07-31 08:13:34,2023-07-31 08:13:34,"NXS102U",,"LSAv8TestJul271308"
"C20868","Lineaments",,"Broadcloth",,1,"789517027",1,2013-07-16,1,,0,0,0,0,1,1,1,,,0,,,,,,,,,,,,,2023-07-31 08:14:05,2023-07-31 08:14:05,"NXS102U",,"LSAv8TestJul271308"
"C20871","Predispose",,"Leather",,1,"880094030",1,2008-07-09,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2023-07-31 08:14:41,2023-07-31 08:14:41,"NXS102U",,"LSAv8TestJul271308"
"C20874","Mastermind",,"Tonality",,1,"100979202",1,1998-06-18,1,,0,0,0,1,0,0,1,,,0,,,,,,,,,,,,,2023-07-31 08:15:59,2025-09-18 14:24:01,"NXS109U",,"LSAv8TestJul271308"
"C20877","Leatherette",,"Feature",,1,"221355948",1,1964-03-29,1,,0,0,0,0,0,0,1,,,1,,,,,,,,,,,,,2023-07-31 12:09:39,2026-06-02 10:37:59,"RRH123U",,"LSAv8TestJul271308"
"C20880","Paragon",,"Wreathing",,1,"487384294",1,1966-02-10,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2023-07-31 12:21:17,2023-07-31 12:21:17,"NXS106U",,"LSAv8TestJul271308"
"C20883","Orpiment",,"Edifice",,1,"236886231",2,1988-07-07,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2023-07-31 12:41:00,2024-12-10 11:12:09,"NXS106U",,"LSAv8TestJul271308"
"C20886","Undercoating",,"Pearl",,1,"174890254",1,1978-04-26,1,,0,0,0,1,1,0,1,,,0,,,,,,,,,,,,,2023-07-31 12:58:12,2023-09-19 00:54:25,"NBN105U",,"LSAv8TestJul271308"
"C20889","Lisle",,"Roof",,1,"612405303",1,2020-12-14,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2023-07-31 13:34:47,2025-03-09 13:45:17,"RRH160U",,"LSAv8TestJul271308"
"C20892","Lumpish",,"Honey",,1,"532498302",1,1992-03-11,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2023-07-31 13:37:40,2024-06-14 10:11:23,"RRH133U",,"LSAv8TestJul271308"
"C20895","Pantomime",,"Prodigy",,1,"681979958",1,2017-09-25,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2023-07-31 13:40:09,2023-07-31 13:40:09,"RRH133U",,"LSAv8TestJul271308"
"C20898","Officinal",,"Construct",,1,"718474923",1,2014-08-19,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2023-07-31 13:40:53,2023-07-31 13:40:53,"RRH133U",,"LSAv8TestJul271308"
"C20901","Plan",,"Appearance",,1,"877496663",1,2018-05-23,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2023-07-31 13:41:46,2023-07-31 13:41:46,"RRH133U",,"LSAv8TestJul271308"
"C20907","Luminaries",,"Glauconite",,1,"802605749",1,1958-06-21,1,,0,0,0,0,0,0,1,,,1,,,,,,,,,,,,,2023-08-03 08:37:40,2023-08-03 08:37:40,"RRH122U",,"LSAv8TestJul271308"
"C20910","Interlacement",,"Grosgrain",,1,"679865923",1,1974-09-25,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2023-08-03 12:09:01,2024-06-08 10:26:06,"RRH160U",,"LSAv8TestJul271308"
"C20913","Cotton",,"Jaded",,1,"201079891",1,1959-06-17,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2023-08-04 06:47:25,2023-08-04 06:48:19,"NXS109U",,"LSAv8TestJul271308"
"C20916","Eggshell",,"Yam",,1,"804150620",1,1983-01-10,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2023-08-04 08:31:23,2023-08-04 08:31:23,"NXS113U",,"LSAv8TestJul271308"
"C20919","Aubergine",,"Linctus",,1,,9,1965-01-29,1,,0,0,0,0,0,1,0,,,0,,,,,,,,,,,,,2023-08-04 09:41:26,2023-10-06 16:10:39,"RRH132U",,"LSAv8TestJul271308"
"C20922","Vermilionette",,"Lampblack",,1,"305398823",1,1982-01-29,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2023-08-04 13:21:31,2023-08-04 13:21:31,"NXS106U",,"LSAv8TestJul271308"
"C20925","Constellation",,"Protagonist",,1,"593837625",1,1962-03-19,1,,1,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2023-08-04 13:37:51,2023-08-04 13:49:23,"RRH132U",,"LSAv8TestJul271308"
"C20928","Stone",,"Trace",,1,"602919723",1,1995-06-27,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2023-08-04 14:47:11,2023-08-04 14:47:11,"NXS106U",,"LSAv8TestJul271308"
"C20931","Spinach",,"Houseboat",,1,"609281458",1,1979-07-22,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2023-08-04 15:05:04,2023-08-04 15:05:04,"NXS106U",,"LSAv8TestJul271308"
"C20934","Badge",,"Slow",,1,"109738778",1,1966-05-12,1,,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,2023-08-04 17:48:06,2023-08-04 17:48:06,"NBN105U",,"LSAv8TestJul271308"
"C20937","Production",,"Woof",,1,"583217635",1,1999-12-08,1,,0,0,0,1,0,0,1,,,0,,,,,,,,,,,,,2023-08-04 18:39:14,2023-08-04 18:39:14,"NBN105U",,"LSAv8TestJul271308"
"C20940","Frown",,"Sap",,1,"873660493",1,1982-04-04,1,,0,0,0,0,0,0,1,,,1,,,,,,,,,,,,,2023-08-04 19:19:26,2023-08-04 19:19:26,"NXS114U",,"LSAv8TestJul271308"
"C20943","Heavy",,"Autophyte",,1,"679256391",1,1966-04-05,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2023-08-05 09:16:25,2024-08-19 15:12:19,"NXS116U",,"LSAv8TestJul271308"
"C20946","Glaucous",,"Herringbone",,1,"655267916",1,1967-07-26,1,,0,0,0,0,1,0,0,,,1,,,,,,,,,,,,,2023-08-05 10:56:59,2023-08-05 10:56:59,"RRH123U",,"LSAv8TestJul271308"
"C20949","Cotton",,"Engild",,1,"413452621",1,2003-06-24,1,,1,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2023-08-05 13:35:39,2024-12-29 09:21:18,"NXS107U",,"LSAv8TestJul271308"
"C20952","Polaris",,"Weft",,1,"828644212",1,1967-05-10,1,,0,0,0,0,0,0,1,,,1,,,,,,,,,,,,,2023-08-05 20:04:06,2023-08-05 20:04:06,"NBN105U",,"LSAv8TestJul271308"
"C20955","Lincture",,"Ideal",,1,"829610706",1,1975-05-15,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2023-08-06 07:39:26,2023-08-06 07:39:26,"NXS129U",,"LSAv8TestJul271308"
"C20958","Prompt",,"Climber",,1,"309234065",1,1972-05-25,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2023-08-06 09:08:18,2023-08-06 09:08:53,"TRN104U",,"LSAv8TestJul271308"
"C20961","Velveteen",,"Looks",,1,"389407511",1,1979-05-31,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2023-08-06 12:20:17,2023-09-15 17:24:19,"NXS113U",,"LSAv8TestJul271308"
"C20967","Design",,"Astrakhan",,1,"529293492",1,1972-08-26,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2023-08-06 18:59:21,2023-10-15 17:31:49,"NXS127U",,"LSAv8TestJul271308"
"C20970","Chinchilla",,"Cadre",,1,"503987220",1,1972-11-24,1,,0,0,0,0,0,0,1,,,1,,,,,,,,,,,,,2023-08-07 07:54:37,2023-08-07 07:54:37,"RRH123U",,"LSAv8TestJul271308"
"C20973","Picturize",,"Gloss",,1,"560888989",1,1968-12-31,1,,0,0,0,0,0,0,1,,,1,,,,,,,,,,,,,2023-08-07 08:09:20,2023-08-07 08:09:20,"RRH123U",,"LSAv8TestJul271308"
"C20976","Rouge",,"Outrank",,1,"649076290",1,1969-11-26,1,,1,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2023-08-09 11:25:36,2023-08-09 11:25:36,"NXS151U",,"LSAv8TestJul271308"
"C20979","Frieze",,"Varnish",,1,"189061752",1,1980-07-21,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2023-08-10 08:43:15,2023-08-10 08:43:15,"NXS103U",,"LSAv8TestJul271308"
"C20982","Polycotyledon",,"Damask",,1,"694933908",1,1961-07-28,1,,0,0,0,1,0,0,1,,,0,,,,,,,,,,,,,2023-08-10 09:34:42,2023-08-10 09:34:42,"NXS116U",,"LSAv8TestJul271308"
"C20985","Print",,"Stagnant",,1,"527756025",1,1993-08-21,1,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2023-08-10 09:38:23,2023-09-18 11:08:14,"NXS113U",,"LSAv8TestJul271308"
"C20988","Velours",,"Zaffer",,1,"159965211",1,1982-05-08,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2023-08-10 10:02:21,2023-08-10 11:22:27,"NXS113U",,"LSAv8TestJul271308"
"C20991","Parsnip",,"Myrtle",,1,"631146207",1,1999-05-11,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2023-08-10 10:06:26,2023-08-10 10:06:26,"NBN105U",,"LSAv8TestJul271308"
"C20994","Dormant",,"Flax",,1,"191812882",1,1980-08-21,1,,1,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2023-08-10 10:15:47,2023-08-10 10:15:47,"NXS116U",,"LSAv8TestJul271308"
"C20997","Consulate",,"Farinaceous",,1,"677610310",1,2002-04-30,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2023-08-10 13:25:56,2023-08-13 14:43:13,"RRH132U",,"LSAv8TestJul271308"
"C21000","Overpaint",,"Thinner",,1,"186710521",1,1990-06-26,1,,1,0,0,1,0,0,0,,,0,,,,,,,,,,,,,2023-08-10 14:44:12,2025-04-17 13:20:06,"RRH155U",,"LSAv8TestJul271308"
"C21003","Structure",,"Trouvaille",,1,"833278359",1,1968-02-12,1,,0,0,0,0,0,0,1,,,1,,,,,,,,,,,,,2023-08-10 21:11:18,2023-08-10 21:11:18,"TRN118U",,"LSAv8TestJul271308"
"C21006","Cashmere",,"Master",,1,"832479222",1,1977-08-22,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2023-08-11 10:27:26,2023-08-11 10:27:26,"NXS113U",,"LSAv8TestJul271308"
"C21009","Embroider",,"Peach",,1,"806135724",1,1980-07-16,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2023-08-11 12:50:46,2023-08-11 12:50:46,"RRH156U",,"LSAv8TestJul271308"
"C21012","Stellar",,"Plantlike",,1,"613447367",1,1988-03-02,1,,1,0,0,0,1,0,0,,,0,,,,,,,,,,,,,2023-08-11 16:07:18,2023-08-11 16:07:18,"NXS106U",,"LSAv8TestJul271308"
"C21015","Ace",,"Texture",,1,"701246413",1,1962-06-02,1,,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,2023-08-12 07:52:58,2023-09-17 15:41:10,"RRH123U",,"LSAv8TestJul271308"
"C21021","Redden",,"Tribe",,1,"734819745",1,1991-06-14,1,,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,2023-08-12 08:55:13,2023-09-15 17:25:14,"NXS113U",,"LSAv8TestJul271308"
"C21024","Cabbage",,"Mensch",,1,"642589357",1,1993-11-15,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2023-08-12 10:59:15,2024-04-13 11:12:16,"NXS108U",,"LSAv8TestJul271308"
"C21030","Burgundy",,"Cover-Up",,1,"550575360",1,1996-10-07,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2023-08-12 11:57:35,2025-04-26 11:02:45,"RRH143U",,"LSAv8TestJul271308"
"C21033","Whiten",,"Ultramarine",,1,"513426961",1,1992-09-04,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2023-08-12 13:11:16,2023-10-12 12:49:18,"NXS103U",,"LSAv8TestJul271308"
"C21036","Chaplet",,"Tawny",,1,"211603395",1,1980-06-27,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2023-08-12 13:16:31,2023-10-12 12:49:38,"NXS103U",,"LSAv8TestJul271308"
"C21039","Character",,"Rosemary",,1,"675610543",1,2017-10-07,1,,0,1,0,0,0,1,0,,,0,,,,,,,,,,,,,2023-08-12 13:17:29,2023-10-12 12:50:09,"NXS103U",,"LSAv8TestJul271308"
"C21042","Orpiment",,"Immobile",,1,"833278359",1,1968-07-24,1,,0,0,0,0,0,0,1,,,1,,,,,,,,,,,,,2023-08-12 13:18:49,2023-08-21 10:39:23,"RRH123U",,"LSAv8TestJul271308"
"C21045","Charm",,"Physic",,1,"683377494",1,1984-06-21,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2023-08-12 14:13:38,2023-08-13 15:25:42,"NXS114U",,"LSAv8TestJul271308"
"C21048","Fern",,"Ease",,1,"355430511",1,2015-05-18,1,,1,0,1,0,0,0,0,,,99,,,,,,,,,,,,,2023-08-12 14:18:01,2024-03-11 09:33:06,"NXS114U",,"LSAv8TestJul271308"
"C21051","Cramoisie",,"Turps",,1,"676551408",1,2018-11-18,1,,0,0,1,0,0,0,0,,,99,,,,,,,,,,,,,2023-08-12 14:19:07,2024-03-11 09:33:33,"NXS114U",,"LSAv8TestJul271308"
"C21054","Neutral",,"Fast-Dye",,1,"457386824",1,2010-12-12,1,,0,0,1,0,0,0,0,,,99,,,,,,,,,,,,,2023-08-12 14:22:02,2024-03-11 09:34:11,"NXS114U",,"LSAv8TestJul271308"
"C21057","Masquerade",,"Weaving",,1,,9,2020-09-01,1,,0,0,1,0,0,0,1,,,99,,,,,,,,,,,,,2023-08-13 11:37:48,2023-08-13 11:37:48,"NXS106U",,"LSAv8TestJul271308"
"C21060","Axminster",,"Inanimate",,1,"768507709",1,1973-09-01,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2023-08-13 19:45:13,2023-08-13 19:45:46,"NXS106U",,"LSAv8TestJul271308"
"C21063","Lisle",,"Matter",,1,"221138466",1,1965-10-08,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2023-08-13 20:39:00,2023-09-01 14:07:17,"NXS106U",,"LSAv8TestJul271308"
"C21066","Clover",,"Textile",,1,"688521440",1,1961-04-16,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2023-08-14 04:13:08,2023-08-14 04:13:08,"NXS113U",,"LSAv8TestJul271308"
"C21069","Flannelette",,"Masquerade",,1,"330932485",1,1959-12-29,1,,0,0,0,0,0,0,1,,,1,,,,,,,,,,,,,2023-08-14 07:28:01,2023-08-14 07:28:01,"NXS114U",,"LSAv8TestJul271308"
"C21072","Tinction",,"Phosphorus",,1,"801087051",1,1967-08-23,1,,0,0,0,1,0,0,1,,,1,,,,,,,,,,,,,2023-08-14 10:00:51,2023-08-14 10:00:51,"HAV137U",,"LSAv8TestJul271308"
"C21075","Mount",,"Tweed",,1,"223884882",1,1990-03-29,1,,0,0,1,0,0,1,0,,,0,,,,,,,,,,,,,2023-08-14 17:11:16,2023-08-18 07:59:33,"RRH157U",,"LSAv8TestJul271308"
"C21078","Chicory",,"Conceal",,1,"215101473",1,2011-03-23,1,,0,0,1,0,0,0,1,,,0,,,,,,,,,,,,,2023-08-14 17:13:43,2023-08-14 17:13:43,"RRH157U",,"LSAv8TestJul271308"
"C21081","Interweaving",,"Tussah",,1,"103999246",1,2014-01-24,1,,0,0,1,0,0,0,1,,,0,,,,,,,,,,,,,2023-08-14 17:14:24,2023-08-14 17:14:24,"RRH157U",,"LSAv8TestJul271308"
"C21084","Chief",,"Linctus",,1,"732982361",1,1992-11-02,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2023-08-14 17:52:49,2023-08-14 17:52:49,"NXS127U",,"LSAv8TestJul271308"
"C21087","Xanthin",,"Tangible",,1,"735407454",1,1956-10-06,1,,0,0,0,1,0,0,1,,,0,,,,,,,,,,,,,2023-08-16 00:23:01,2023-12-02 13:26:18,"RRH121U",,"LSAv8TestJul271308"
"C21090","Tawny",,"Winner",,1,"772597035",1,1981-06-24,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2023-08-16 15:15:22,2024-07-01 14:04:14,"RRH157U",,"LSAv8TestJul271308"
"C21093","Bunting",,"Hero",,1,"250474090",1,1967-09-08,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2023-08-17 07:34:20,2025-07-05 08:46:47,"NXS110U",,"LSAv8TestJul271308"
"C21096","Number",,"Umber",,1,"843590075",1,1998-06-08,1,,0,0,1,1,0,0,0,,,0,,,,,,,,,,,,,2023-08-17 08:21:51,2023-08-17 08:21:51,"NXS110U",,"LSAv8TestJul271308"
"C21099","Russet",,"Turps",,1,,8,2022-03-09,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2023-08-17 08:23:41,2023-08-17 08:23:41,"NXS110U",,"LSAv8TestJul271308"
"C21105","Enamel",,"World-Weary",,1,"371162204",1,1957-11-17,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2023-08-17 09:03:03,2023-08-17 09:03:03,"NXS129U",,"LSAv8TestJul271308"
"C21108","Ground",,"Neuter",,1,"184750422",1,1961-10-31,1,,0,0,1,0,1,0,0,,,0,,,,,,,,,,,,,2023-08-17 10:18:38,2026-05-25 16:29:00,"NXS138U",,"LSAv8TestJul271308"
"C21111","Famed",,"Frieze",,1,"843198225",1,2004-05-12,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2023-08-17 12:27:39,2023-08-17 12:27:39,"NXS107U",,"LSAv8TestJul271308"
"C21114","Absinthe",,"Armlet",,1,"577925481",1,1986-07-10,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2023-08-17 14:02:22,2023-08-17 14:02:22,"NXS112U",,"LSAv8TestJul271308"
"C21117","Top",,"Stress",,1,"173399820",1,2002-12-17,1,,1,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2023-08-17 14:32:33,2026-01-09 14:20:42,"RRH132U",,"LSAv8TestJul271308"
"C21120","Unparalleled",,"Mitigation",,1,"484630572",1,2023-04-24,1,,0,0,1,0,0,0,1,,,0,,,,,,,,,,,,,2023-08-17 15:14:12,2023-08-27 12:56:15,"NXS103U",,"LSAv8TestJul271308"
"C21123","Tussore",,"Alesan",,1,"232768386",1,1968-09-06,1,,0,0,0,1,0,0,1,,,0,,,,,,,,,,,,,2023-08-17 16:20:48,2023-08-17 16:20:48,"NBN105U",,"LSAv8TestJul271308"
"C21126","Torque",,"Goods",,1,,8,2023-05-04,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2023-08-17 19:11:21,2023-09-01 17:57:44,"RRH132U",,"LSAv8TestJul271308"
"C21129","Tell",,"Jonquil",,1,"399873119",1,1996-04-24,1,,0,0,1,0,0,0,1,,,0,,,,,,,,,,,,,2023-08-18 06:11:56,2023-09-01 07:10:53,"NXS109U",,"LSAv8TestJul271308"
"C21132","Cloth",,"Mallow",,1,"944996471",2,2006-01-18,1,,0,0,0,1,0,1,0,,,0,,,,,,,,,,,,,2023-08-18 11:13:47,2023-08-18 11:13:47,"NXS106U",,"LSAv8TestJul271308"
"C21135","Pearl",,"Makeup",,1,"425737744",1,1979-08-30,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2023-08-18 12:04:39,2023-09-01 14:12:09,"NXS106U",,"LSAv8TestJul271308"
"C21138","Lines",,"Ace",,1,"802463201",1,1982-05-08,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2023-08-18 12:08:58,2023-08-18 12:08:58,"NXS106U",,"LSAv8TestJul271308"
"C21141","Mastermind",,"Paralyzed",,1,"488415976",1,1966-09-06,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2023-08-18 18:03:35,2023-08-18 18:03:35,"NBN105U",,"LSAv8TestJul271308"
"C21144","Arch",,"Dahlia",,1,"584239929",1,1992-04-29,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2023-08-18 19:02:56,2023-08-18 19:02:56,"NXS106U",,"LSAv8TestJul271308"
"C21147","Emote",,"Worthy",,1,"366321823",1,1992-08-23,1,,0,0,0,0,1,1,0,,,0,,,,,,,,,,,,,2023-08-18 19:14:07,2023-08-18 19:24:57,"NXS106U",,"LSAv8TestJul271308"
"C21150","Straw",,"Symbols",,1,,8,2020-02-09,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2023-08-18 19:15:14,2023-08-18 19:15:14,"NXS106U",,"LSAv8TestJul271308"
"C21153","Mandrake",,"Warp",,1,"140575978",1,1988-10-09,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2023-08-19 09:34:52,2023-08-19 09:34:52,"NXS108U",,"LSAv8TestJul271308"
"C21159","Pongee",,"Gules",,1,"113637752",1,2003-06-11,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2023-08-19 13:30:33,2023-08-19 13:34:35,"NXS109U",,"LSAv8TestJul271308"
"C21162","Lead",,"Powder",,1,"501160390",1,1981-05-15,1,,0,0,0,1,0,0,1,,,0,,,,,,,,,,,,,2023-08-19 13:59:58,2023-08-19 13:59:58,"RRH140U",,"LSAv8TestJul271308"
"C21165","Liverwort",,"Brilliance",,1,"570494587",1,1994-02-27,1,,0,1,0,1,0,0,1,,,0,,,,,,,,,,,,,2023-08-20 06:30:14,2023-08-29 11:48:16,"NXS138U",,"LSAv8TestJul271308"
"C21168","Chalk",,"Infrared",,1,"654734596",1,1988-09-26,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2023-08-20 09:29:43,2023-08-20 09:29:43,"NXS113U",,"LSAv8TestJul271308"
"C21171","Draw",,"Carnelian",,1,,8,1966-08-04,1,,0,0,0,0,0,0,0,8,,8,,,,,,,,,,,,,2023-08-20 10:05:06,2023-10-06 13:18:02,"NXS116U",,"LSAv8TestJul271308"
"C21174","Carotene",,"Succeed",,1,"588176347",1,1967-11-12,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2023-08-20 11:05:34,2023-08-20 11:05:34,"NXS113U",,"LSAv8TestJul271308"
"C21180","Draft",,"Shamrock",,1,"809543041",1,1963-12-02,1,,0,0,0,0,0,0,1,,,1,,,,,,,,,,,,,2023-08-20 13:36:40,2023-08-20 13:36:40,"NBN105U",,"LSAv8TestJul271308"
"C21183","Dean",,"Disguise",,1,"478619857",1,1951-01-05,1,,1,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2023-08-20 13:48:00,2023-08-20 13:54:02,"NBN105U",,"LSAv8TestJul271308"
"C21186","Canicula",,"Master",,1,"150331462",1,1967-08-16,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2023-08-20 14:28:51,2023-08-20 14:28:51,"NBN105U",,"LSAv8TestJul271308"
"C21189","Hominy",,"Taffety",,1,"213857623",1,1985-04-18,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2023-08-20 19:39:37,2026-06-07 09:56:01,"NXS114U",,"LSAv8TestJul271308"
"C21192","Crown",,"Brooch",,1,"489564978",1,1957-12-06,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2023-08-20 20:26:37,2023-08-20 20:26:37,"NXS106U",,"LSAv8TestJul271308"
"C21195","Glaucous",,"Dahlia",,1,"251252850",1,2022-04-12,1,,0,0,0,1,1,0,0,,,0,,,,,,,,,,,,,2023-08-21 06:35:12,2025-05-16 17:35:39,"RSO152U",,"LSAv8TestJul271308"
"C21198","Quietist",,"Huckaback",,1,"222390033",1,1972-10-08,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2023-08-21 09:27:15,2023-08-21 09:27:15,"NXS116U",,"LSAv8TestJul271308"
"C21201","Boast",,"Chard",,1,"834133888",1,1968-06-24,1,,0,0,0,0,0,0,1,,,1,,,,,,,,,,,,,2023-08-21 15:33:37,2023-08-27 16:57:47,"RRH143U",,"LSAv8TestJul271308"
"C21204","Interweavement",,"Hall",,1,"852947535",1,1973-05-11,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2023-08-21 15:55:34,2023-08-21 15:55:34,"NBN105U",,"LSAv8TestJul271308"
"C21207","Seeming",,"Imbue",,1,"426347037",1,1965-05-24,1,,0,0,0,0,0,0,1,,,1,,,,,,,,,,,,,2023-08-22 17:40:15,2023-09-04 12:57:20,"NBN105U",,"LSAv8TestJul271308"
"C21210","Aldebaran",,"Balsam",,1,"551552146",1,1969-11-17,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2023-08-24 08:51:42,2023-08-24 08:51:42,"NXS147U",,"LSAv8TestJul271308"
"C21213","Composition",,"Move",,1,"628402215",1,1978-03-17,1,,0,0,0,1,0,0,1,,,0,,,,,,,,,,,,,2023-08-24 10:18:26,2023-08-24 10:19:09,"NXS113U",,"LSAv8TestJul271308"
"C21216","Emerald",,"Succulent",,1,"359861828",1,1971-10-23,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2023-08-24 11:00:24,2023-08-24 11:00:24,"NXS110U",,"LSAv8TestJul271308"
"C21219","Plaid",,"Goods",,1,"859316466",1,2002-09-10,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2023-08-24 11:18:39,2023-08-24 11:18:39,"NXS110U",,"LSAv8TestJul271308"
"C21222","Favor",,"Foulard",,1,"767768365",1,1963-07-08,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2023-08-24 11:21:57,2023-08-24 11:21:57,"NXS116U",,"LSAv8TestJul271308"
"C21225","Fern",,"Complication",,1,"208960383",1,2021-09-03,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2023-08-24 11:26:56,2023-08-24 11:26:56,"NXS110U",,"LSAv8TestJul271308"
"C21228","Lacquer",,"Jaded",,1,"103586670",1,1958-09-27,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2023-08-24 12:35:52,2023-08-24 12:37:12,"NXS113U",,"LSAv8TestJul271308"
"C21231","Ideal",,"Dredge",,1,"697215791",1,1968-03-13,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2023-08-24 12:38:30,2026-05-26 12:54:53,"NXS113U",,"LSAv8TestJul271308"
"C21234","Prompt",,"Embroidery",,1,"334960966",1,1968-10-23,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2023-08-24 14:28:19,2024-08-04 11:29:37,"RRH160U",,"LSAv8TestJul271308"
